#pid	label	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	Trate_TrateNum	Trate_NowTrateScore	Trate_NowThreadTrateScore	Trate_NowReplyTrateScore	Trate_TrateMean	Trate_TrateVar	Trate_ThreadTrateMean	Trate_ThreadTrateVar	Trate_ReplyTrateMean	Trate_ReplyTrateVar	Trate_Bukets0	Trate_Bukets1	Trate_Bukets2	Trate_Bukets3	Trate_TBukets0	Trate_TBukets1	Trate_TBukets2	Trate_TBukets3	Trate_PBukets0	Trate_PBukets1	Trate_PBukets2	Trate_PBukets3	Trate_TrateMean2	Trate_TrateMean3	Trate_TrateMean4	Trate_TrateMean5	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	LTrate2_TrateNum	LTrate2_NowTrateScore	LTrate2_NowThreadTrateScore	LTrate2_NowReplyTrateScore	LTrate2_TrateMean	LTrate2_TrateVar	LTrate2_ThreadTrateMean	LTrate2_ThreadTrateVar	LTrate2_ReplyTrateMean	LTrate2_ReplyTrateVar	LTrate2_Bukets0	LTrate2_Bukets1	LTrate2_Bukets2	LTrate2_Bukets3	LTrate2_TBukets0	LTrate2_TBukets1	LTrate2_TBukets2	LTrate2_TBukets3	LTrate2_PBukets0	LTrate2_PBukets1	LTrate2_PBukets2	LTrate2_PBukets3	LTrate2_TrateMean2	LTrate2_TrateMean3	LTrate2_TrateMean4	LTrate2_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
_47505126464	0	5.273	6.8222	-1.5492	7.16395	0	1	1	1	0	0	10	4	10	0	10	2	3	1	0	0	0	0	0	0	3.09104	0	3.09104	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767738	0.0767738	0	0.170732	0.181516	0	0	3.14508	1.19982	3.03118	1.06222	66	58	0.880597	0.972522	5.36129	0	3.93731	0.810576	4.4	0	0	0	4.4	23.5897	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0487805	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	1	1	2.69179	2.62102	3.32778	2.86623	2.86623	2.86623	2.86623	2.92137	3.06345	4	0.1	0.1	0	0.1	0	0.1	0	0.1	2.88889e-34	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	4	-1.94	-1.94	0	-1.525	0.1705	-1.94	0	-1.38667	0.140933	0	1	0	0	0	1	0	0	0	1	0	0	-1.88	-1.64	-1.525	-1.82	4	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-1.064	2	2	2	2	2	2	2	2	2	2	0	0	0.166667	4	1	4	4	0	0	0	0	0	2.5	5.75	0.75	4	0	0	0	0.25	0.75	0	0	0	0	0	0.0375347	1	4	4
_47486250940	0	4.36945	0.693147	3.6763	6.73578	0	0	1	1	0	0	0	6	0	0	0	2	0	3	0	0	1.79176	1.79176	1.79176	1.24245	4.7536	3.90624	3.93183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.209638	0.209638	0	0.176471	0.228621	0.228621	0	3.443	0.319203	3.25536	0.415834	32	30	0.939394	0.957767	3.17573	0.280027	3.71027	0.303683	4.4	0	0	0	4.4	13.9732	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0147059	0	0	1	0	1	0	0	0	0	0	0.333333	0	0.333333	0	0.225073	0	0.225073	1	1	2.40059	2.70622	2.77532	2.63832	2.63832	2.63832	2.77568	2.92235	2.9358	6	0.1	0.1	0	0.0865	0.0009283	0.098	0.001299	0.075	0.000625	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0943333	0.086	0.0888	6	-1.64	-1.64	0	-1.52	0.12272	-1.5	0.0172	-1.54	0.2884	0	1	0	0	0	1	0	0	0	1	0	0	-1.9	-1.76	-1.665	-1.58	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.5	6	3	6	2	0	0	0	0	0	2.5	5.75	0.333333	1	0	0.833333	0.166667	0	0	0	0	0	0	0	1	1	6	6
_47516519949	0	1.79176	1.09861	0.693147	5.92426	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83321	0	2.83321	0	16	16	1	1	2.99573	0	0	0	4.4	0	0	0	4.4	13.1812	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.29362	2.29362	2.29362	2.29362	2.29362	2.29362	2.29362	2.29362	2.29362	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.6	-1.6	0	-1.6	0	-1.6	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.3	-2.53333	-2.65	-2.72	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	5	0	0	0	0	0	1	0	0	0	0	1	1	1	1
_47508049793	0	4.92725	4.61512	0.312133	6.92067	0	0	1	1	0	2	10	6	10	0	10	0	1	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.180108	0.180108	0	0.016129	0.130281	0	0	3.03772	1.5662	2.7113	1.79861	173	142	0.821839	0.919158	5.18178	0	3.34636	1.21574	4.4	0	0	0	4.4	22.7998	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.031746	0	0	0	0	0	0	0.00561798	0	0.00561798	0	0	0.166667	0	0	0.247664	0	0.247664	0	1	2.05868	2.38758	2.56438	2.40931	2.40931	2.40931	2.47944	2.47944	2.50259	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.9	-1.9	0	-1.56667	0.0285867	-1.9	0	-1.5	0.0024	0	1	0	0	0	1	0	0	0	1	0	0	-1.72	-1.64	-1.6	-1.592	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	4	4	0	0	0	0	0	2.5	5.75	0.333333	3	0	0	0	0.833333	0.166667	0	0	0	0	0	1	1	6	6
_47524467810	0	1.94591	1.38629	0.559616	6.77079	1	0	1	1	0	1	10	6	5	30	0	1	1	1	0	0	1.24245	1.24245	1.0114	1.0114	6.71077	10.4251	4.14313	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384795	0.384795	0	0.436364	0.225253	0.176233	0	4.45242	0.0509192	4.11172	0.104881	111	90	0.8125	0.937514	6.57925	0	4.91112	0.335566	4.4	0	0	0	4.4	28.9487	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0107527	0	0	0	0	0	0	0.00138889	0	0.00138889	0	0	0	0	0	0.733619	0	0.733619	1	1	2.04025	2.52004	2.31093	2.31083	2.31083	2.31083	2.36495	2.80714	2.53679	6	0.1	0.1	0	0.0916667	0.000416667	0.1	0	0.09	0.0005	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.0833333	0.0875	0.09	6	-2.06	-2.06	0	-1.78667	0.0628267	-2.06	0	-1.732	0.05612	0	1	0	0	0	1	0	0	0	1	0	0	-1.86	-1.79333	-1.865	-1.856	6	-0.6	-0.6	0	-0.583333	6.66667e-05	-0.6	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.59	-0.586667	-0.585	-0.584	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.5	2	0	0	0.833333	0	0	0.166667	0	0	0	0	1	1	6	6
_47485635028	0	2.48491	3.2581	-0.77319	6.05444	1	0	1	1	0	1	12	6	12	0	12	1	2	2	0	0	0	0	0	0	3.80666	2.36658e-31	3.80666	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0621693	0.0621693	0	0.05	0.287725	0	0.157895	1.80566	1.05201	1.80566	1.05201	22	22	1	1	5.12959	1.95934	1.90333	0.172747	4.4	0	0	0	4.4	22.5702	4.4	4.4	0	0.333333	1.70986	0	0	0	0.333333	1.70986	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0.333333	0	0	0	0	0	1	1	2.72761	2.93818	3.06766	3.39295	3.39295	3.39295	3.57155	3.61366	3.63955	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.66	-1.66	0	-1.41667	0.0552667	-1.34	0.0573333	-1.57	0.0338	0	1	0	0	0	1	0	0	0	1	0	0	-1.52	-1.38667	-1.34	-1.412	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	6	4	6	1.5	0	0	0	0	0	2.5	5.75	0.333333	5	0	0.666667	0	0	0	0.333333	0	0	0	0	1	1	6	6
_47493318641	0	4.02535	8.93722	-4.91187	6.77651	1	1	1	0	1	1	12	6	12	0	12	2	0	3	0	0	0	0	0	0	8.50815	0	8.50815	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260741	0.260741	0	0.047619	0.218434	0	0	2.67786	0.797054	2.66727	0.759706	64	60	0.938462	0.997122	5.39883	0.0244473	2.2499	0.324002	4.4	0	0	1	4.4	23.7548	4.4	4.4	0	0.333333	1.79961	0	0	0	0.333333	1.79961	1	1	1	0	1	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.7089	2.98061	3.36092	2.87274	2.87274	2.87274	3.04927	3.10361	3.17967	6	0.1	0.1	0	0.0916667	0.000416667	0.075	0.00125	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.0833333	0.0875	0.09	6	-1.26	-1.26	0	-1.54	0.1712	-1.47	0.0882	-1.575	0.251033	0	1	0	0	0	1	0	0	0	1	0	0	-1.55	-1.59333	-1.725	-1.58	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	6	3	0	0	0	0	0	2.5	5.75	0.166667	2	0	0	1	0	0	0	0	0	0	0	1	1	6	6
_47501248229	0	0.693147	0	0.693147	1.09861	1	0	1	1	0	0	0	5	0	0	0	1	0	0	0	0	0.950271	0	0	0.500402	2.52833	15.0614	1.09861	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0682181	0.0682181	0	0	0.114316	0.114316	0	2.22768	2.05427	2.14751	1.93227	0	0	1	0.975162	0	0	2.7846	0.671294	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61964	0	0.929461	1	0.666667	2.5	2.5	2.5	2.81644	2.81644	2.81644	2.81644	2.84124	2.89146	5	0.1	0.1	0	0.1014	9.8e-06	0.1	0	0.10175	1.225e-05	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.102333	0.10175	0.1014	5	-1.28	-1.28	0	-1.28	0.0646	-1.28	0	-1.28	0.0861333	0	1	0	0	0	1	0	0	0	1	0	0	-1.44	-1.26	-1.29	-1.28	5	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	5	1	3	3	0	0	0	0	0	2.5	5.75	0.6	4	0	0	0	0.4	0.6	0	0	0	0	0	1	1	5	5
_47511948124	0	0.693147	0	0.693147	5.273	1	1	1	1	0	1	10	6	9.16667	0.166667	10	1	1	1	0	0	0.450561	0	0	0.450561	4.61103	2.76789	8.00703	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200347	0.200347	0	0.275362	0.0651927	0.0619248	0	3.46065	2.75018	3.35601	2.55133	519	452	0.871154	0.976544	6.27852	0	3.51002	1.43374	4.4	0	0	0	4.4	27.6255	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.015748	0	0	0	0	0	0	0	0	0.00375235	0	0.333333	0	0.333333	0.224183	0.224183	0.224183	0.672548	1	0.5	2.02281	2.31144	2.84864	2.67166	2.67166	2.67166	2.80143	2.80181	3.03561	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-2.32	-2.32	0	-1.47	0.19772	-2.32	0	-1.3	0.0304	0	1	0	0	0	1	0	0	0	1	0	0	-1.74	-1.56	-1.49	-1.512	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	3	3	0	0	0	0	0	2.5	5.75	0.5	2	0	0	0.5	0.333333	0.166667	0	0	0	0	0	1	1	6	6
_47498599172	0	0.693147	0.693147	0	5.8999	1	0	1	0	1	2	8	6	8	0	8	1	0	0	0	0	0	0	0	0	9.60001	0	9.60001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.154812	0.154812	0	0.162791	0.24732	0	0	3.71925	1.05956	3.07533	1.03391	96	80	0.835052	0.863556	4.57471	0	4.10086	2.03537	4.4	0	0	0	4.4	20.1287	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.39379	1.98951	3.1058	2.74555	2.74555	2.74555	2.8159	2.91737	2.96135	6	0.1	0.1	0	0.111167	0.000748167	0.1	0	0.1134	0.0008978	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1134	6	-2.36	-2.36	0	-1.75	0.10636	-2.36	0	-1.628	0.02132	0	1	0	0	0	1	0	0	0	1	0	0	-2	-1.9	-1.865	-1.768	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	2	1	1	1	1	2	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.333333	3	0	0.5	0	0.5	0	0	0	0	0	0	0.279109	1	6	6
_47515278689	0	3.85015	3.71357	0.136576	6.56526	1	1	1	1	0	0	13	6	13	0	13	2	1	1	0	0	0	0	0	0	3.89182	0	3.89182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253081	0.253081	0	0.287671	0.145573	0	0	4.23585	1.01516	4.10974	0.948506	216	188	0.870968	0.975915	5.66599	0.112001	3.66309	0.328707	4.4	0	0	0	4.4	24.9304	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.166667	1	0	0	0	0.0264901	0.333333	0	1	0	1	0	0.00273224	0	0.00273224	0	0.166667	0	0.166667	0	0.190991	0	0.190991	1	1	2.42695	2.23789	2.61167	2.42936	2.42936	2.42936	2.52424	2.45503	2.73933	6	0.1	0.1	0	0.075	0.00075	0.075	0.00125	0.075	0.000833333	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.075	0.08	6	-1.7	-1.7	0	-1.86667	0.0701867	-1.95	0.125	-1.825	0.0683667	0	1	0	0	0	1	0	0	0	1	0	0	-1.81	-1.77333	-1.88	-1.812	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	3	1	1	1	1	3	1	1	1	0	0	0.333333	6	2	5	2.5	0	0	0	0	0	2.5	5.75	0.666667	2	0	0	0.166667	0.166667	0.5	0.166667	0	0	0	0	1	1	6	6
_47514200176	0	0	0.693147	-0.693147	0	1	0	1	0	1	0	3	6	3	0	3	1	2	0	0	0	0.450561	0.450561	0.450561	0.450561	12.0166	4.77996	7.55381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254386	0.0254386	0	0	0.0758637	0.0405405	0	3.13077	1.48954	2.53322	2.81799	4	4	1	0.855343	3.37262	6.21761	3.04069	0.388745	4.4	0	0	0	4.4	14.8395	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.69936	2.69936	2.69936	2.78777	2.80775	2.80559	6	0.1	0.1	0	0.0991667	4.16667e-06	0.0975	1.25e-05	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.34	-1.34	0	-1.53	0.08604	-1.55	0.0882	-1.52	0.1136	0	1	0	0	0	1	0	0	0	1	0	0	-1.18	-1.35333	-1.45	-1.484	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	4	2	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	0.666667	0.333333	0	0	0	0	1	1	6	6
_47518208961	0	3.29584	1.09861	2.19722	6.74052	0	0	1	1	0	0	0	6	0	0	0	1	2	2	0	0	1.79176	1.32966	0.867563	1.32966	4.29676	14.3832	1.79176	0.333333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202946	0.202946	0	0.333333	0.199367	0.199367	0	3.30055	0.544144	3.11233	0.711253	51	44	0.865385	0.956232	3.11647	0.540628	3.49997	0.762828	4.4	0	0	0	4.4	13.7125	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0.0192308	0	0.0192308	0	0.166667	0	0.333333	0	0.465056	0	0.465056	0.5	1	2.61311	2.9602	2.84004	2.74984	2.74984	2.74984	2.88508	2.96637	3.06977	6	0.1	0.1	0	0.0895	0.0004015	0.0956667	5.63333e-05	0.0833333	0.000833333	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.09	6	-1.2	-1.2	0	-1.25	0.04908	-1.30667	0.0185333	-1.19333	0.0945333	0	1	0	0	0	1	0	0	0	1	0	0	-1.02	-1.14667	-1.175	-1.208	6	-0.58	-0.58	0	-0.583333	6.66667e-05	-0.586667	0.000133333	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.585	-0.584	1	1	1	1	1	1	1	1	1	1	0	0	0.5	6	3	6	2	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	0.833333	0.166667	0	0	0	0	1	1	6	6
_47502197913	0	6.43615	6.56667	-0.130522	7.374	0	1	1	1	0	2	12	6	12	0	12	1	1	1	0	0	0	0	0	0	3.68888	0	3.68888	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17637	0.17637	0	0.138889	0.261645	0	0	3.13846	0.332959	3.06042	0.318748	40	38	0.95122	0.981143	3.71357	0	3.06236	0.353645	4.4	0	0	0	4.4	16.3397	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0	0	0	1	2.39429	2.37479	3.07116	2.68819	2.68819	2.68819	2.79299	2.82657	3.1721	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.14	-1.14	0	-1.5	0.04864	-1.14	0	-1.572	0.02192	0	1	0	0	0	1	0	0	0	1	0	0	-1.33	-1.36667	-1.385	-1.452	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.666667	4	0	0	0.166667	0.166667	0.5	0.166667	0	0	0	0	1	1	6	6
